login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
tiangolo,tiangolo/a2wsgi,2024-01-07T20:24:07Z,10,10,,True,True,Apache License 2.0
tiangolo,tiangolo/alembic,2020-05-22T09:50:31Z,5,5,,True,True,MIT License
tiangolo,tiangolo/anaconda_cluster_install,2015-03-11T14:58:44Z,5,5,Shell,True,True,None
tiangolo,tiangolo/angular-docker-multi-stage-example,2017-10-02T18:43:28Z,15,15,,True,True,None
tiangolo,tiangolo/annotated-types,2023-08-27T14:32:00Z,8,8,,True,False,MIT License
tiangolo,tiangolo/ansible-babun-bootstrap,2015-07-14T11:17:13Z,61,61,Shell,True,True,None
tiangolo,tiangolo/anyio,2021-10-27T09:36:07Z,4,4,,True,True,MIT License
tiangolo,tiangolo/asgiref,2023-03-06T11:29:47Z,0,0,,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
tiangolo,tiangolo/babun-docker,2015-09-24T18:21:01Z,170,170,Shell,True,True,MIT License
tiangolo,tiangolo/bitbucket_issues_to_redmine_csv,2015-02-03T21:15:17Z,3,3,Python,True,True,None
tiangolo,tiangolo/blog-posts,2018-06-24T13:32:36Z,273,273,Python,True,True,None
tiangolo,tiangolo/bump-pydantic,2024-04-18T05:49:21Z,9,9,,True,False,MIT License
tiangolo,tiangolo/click,2020-03-15T06:20:49Z,3,3,,True,False,"BSD 3-Clause ""New"" or ""Revised"" License"
tiangolo,tiangolo/compose-to-rancher,2016-08-23T19:12:20Z,10,10,Python,True,True,MIT License
tiangolo,tiangolo/docker-auto-labels,2018-05-01T15:13:31Z,15,15,Python,True,True,MIT License
tiangolo,tiangolo/docker-registry-proxy,2019-08-03T21:45:30Z,41,41,Shell,True,True,Apache License 2.0
tiangolo,tiangolo/docker-with-compose,2018-01-31T12:45:39Z,157,157,Shell,True,True,MIT License
tiangolo,tiangolo/dockerswarm.rocks,2019-01-17T13:17:52Z,1094,1094,Python,True,True,None
tiangolo,tiangolo/flask-frontend-docker,2018-12-29T16:04:06Z,130,130,Vue,True,True,MIT License
tiangolo,tiangolo/full-stack,2018-02-28T13:34:09Z,523,523,Python,True,True,MIT License
tiangolo,tiangolo/full-stack-fastapi-couchbase,2018-12-11T07:53:25Z,441,441,Python,True,True,MIT License
tiangolo,tiangolo/full-stack-flask-couchbase,2018-10-22T13:31:32Z,59,59,Python,True,True,MIT License
tiangolo,tiangolo/full-stack-flask-couchdb,2018-09-28T11:02:01Z,31,31,Python,True,True,MIT License
tiangolo,tiangolo/fullstackpython.com,2018-12-22T15:33:43Z,4,4,HTML,True,True,MIT License
tiangolo,tiangolo/github-actions-sandbox,2020-10-04T07:39:08Z,16,16,Python,True,True,Do What The F*ck You Want To Public License
tiangolo,tiangolo/griffe-typingdoc,2023-09-10T20:40:26Z,2,2,,True,True,ISC License
tiangolo,tiangolo/haystack,2022-01-19T00:20:50Z,15,15,Python,True,True,Apache License 2.0
tiangolo,tiangolo/issue-manager,2019-10-20T16:46:29Z,62,62,Python,True,True,MIT License
tiangolo,tiangolo/label-approved,2020-10-11T05:36:41Z,34,34,Python,True,True,MIT License
tiangolo,tiangolo/latest-changes,2020-10-03T07:23:10Z,174,174,Python,True,True,MIT License
tiangolo,tiangolo/LibCST,2024-04-17T13:42:48Z,4,4,,True,False,Other
tiangolo,tiangolo/markdown,2024-09-29T17:21:16Z,0,0,,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
tiangolo,tiangolo/markdown-include-variants,2024-10-07T17:53:10Z,9,9,Python,False,False,MIT License
tiangolo,tiangolo/meinheld-gunicorn-docker,2019-01-12T12:04:38Z,165,165,Python,True,True,MIT License
tiangolo,tiangolo/meinheld-gunicorn-flask-docker,2019-01-12T13:41:39Z,485,485,Python,True,True,MIT License
tiangolo,tiangolo/memray,2024-02-17T20:37:33Z,10,10,,True,False,Apache License 2.0
tiangolo,tiangolo/nginx-rtmp-docker,2016-08-30T22:30:06Z,1118,1118,Dockerfile,True,True,MIT License
tiangolo,tiangolo/ngx-http-client,2017-11-23T08:33:40Z,11,11,TypeScript,True,True,MIT License
tiangolo,tiangolo/node-frontend,2018-06-29T10:40:02Z,137,137,Dockerfile,True,True,MIT License
tiangolo,tiangolo/odmantic,2022-06-08T13:13:28Z,16,16,Python,True,False,ISC License
tiangolo,tiangolo/peps,2023-08-28T16:30:08Z,4,4,,True,False,None
tiangolo,tiangolo/poetry-version-plugin,2021-05-27T10:06:52Z,361,361,Python,True,True,MIT License
tiangolo,tiangolo/prometheus-fastapi-instrumentator,2022-05-16T17:36:34Z,13,13,,True,False,MIT License
tiangolo,tiangolo/pydantic,2018-10-21T04:21:54Z,39,39,Python,True,False,MIT License
tiangolo,tiangolo/pydantic-sqlalchemy,2020-05-02T16:44:22Z,1175,1175,Python,True,True,MIT License
tiangolo,tiangolo/PyGithub,2024-10-27T08:52:25Z,6,6,,True,False,GNU Lesser General Public License v3.0
tiangolo,tiangolo/pymdown-extensions,2024-09-12T19:04:46Z,10,10,,True,True,Other
tiangolo,tiangolo/python-devtools,2023-11-26T11:12:27Z,26,26,,True,True,MIT License
tiangolo,tiangolo/python-machine-learning-docker,2019-03-05T12:28:37Z,84,84,Dockerfile,True,True,MIT License
tiangolo,tiangolo/python-multipart,2024-01-28T18:29:09Z,11,11,,True,True,Other
tiangolo,tiangolo/ray,2022-04-30T11:20:33Z,13,13,,True,True,Apache License 2.0
tiangolo,tiangolo/rich,2022-07-04T09:27:20Z,5,5,,True,True,MIT License
tiangolo,tiangolo/rye,2023-10-05T20:17:36Z,10,10,,True,True,MIT License
tiangolo,tiangolo/sentry-python,2023-02-28T18:36:54Z,1,1,,True,False,MIT License
tiangolo,tiangolo/sqlalchemy,2020-05-22T10:00:25Z,6,6,,True,True,MIT License
tiangolo,tiangolo/sqlalchemy-stubs,2020-04-21T18:50:42Z,3,3,,True,True,Apache License 2.0
tiangolo,tiangolo/starlette,2018-12-07T05:28:30Z,14,14,Python,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
tiangolo,tiangolo/termynal,2019-12-26T20:09:47Z,6,6,,True,False,MIT License
tiangolo,tiangolo/tiangolo,2021-05-17T10:01:24Z,16,16,,True,True,None
tiangolo,tiangolo/tiangolo.com,2019-03-22T09:07:17Z,16,16,Python,True,True,None
tiangolo,tiangolo/trio,2021-06-14T07:30:13Z,4,4,,True,True,Other
tiangolo,tiangolo/typer-cli,2020-03-08T17:55:04Z,367,367,Python,True,True,MIT License
tiangolo,tiangolo/typing_extensions,2023-08-28T19:57:41Z,3,3,,True,True,Other
tiangolo,tiangolo/uv,2024-09-29T19:16:08Z,16,16,,True,False,Apache License 2.0
tiangolo,tiangolo/uvicorn,2018-12-22T14:48:56Z,12,12,Python,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
tiangolo,tiangolo/uvicorn-gunicorn-docker,2019-01-04T11:44:13Z,629,629,Python,True,True,MIT License
tiangolo,tiangolo/uvicorn-gunicorn-fastapi-docker,2019-01-04T17:33:29Z,2701,2701,Python,True,True,MIT License
tiangolo,tiangolo/uvicorn-gunicorn-machine-learning-docker,2019-03-08T19:48:37Z,67,67,Python,True,True,MIT License
tiangolo,tiangolo/uvicorn-gunicorn-starlette-docker,2019-01-04T17:32:30Z,183,183,Python,True,True,MIT License
tiangolo,tiangolo/uwsgi-nginx-docker,2016-02-14T14:33:08Z,648,648,Python,True,True,Apache License 2.0
tiangolo,tiangolo/uwsgi-nginx-flask-docker,2016-02-14T16:32:58Z,2986,2986,Python,True,True,Apache License 2.0
tiangolo,tiangolo/wrangler-action,2024-10-24T12:22:03Z,3,3,,True,True,Apache License 2.0
tiangolo,tiangolo/wunderlist2csv,2014-12-17T23:28:09Z,6,6,Python,True,True,None
schacon,schacon/3D-Me,2014-04-10T21:40:18Z,1,1,,True,True,None
schacon,schacon/aeon,2009-09-30T18:44:58Z,4,4,Python,True,True,None
schacon,schacon/agitmemnon,2009-07-30T21:28:26Z,9,9,JavaScript,True,True,MIT License
schacon,schacon/agitmemnon-server,2009-08-07T20:10:58Z,15,15,Python,True,True,GNU General Public License v2.0
schacon,schacon/amp,2009-11-24T08:04:38Z,4,4,Ruby,True,True,Other
schacon,schacon/aoc,2023-12-04T08:36:32Z,3,3,Ruby,True,True,None
schacon,schacon/arel,2009-12-30T23:54:51Z,5,5,Ruby,True,True,None
schacon,schacon/article,2011-02-22T19:53:35Z,4,4,C,True,True,Other
schacon,schacon/asciidoc_samples,2014-09-24T08:57:50Z,1,1,,True,True,None
schacon,schacon/asgit,2008-05-28T05:12:33Z,41,41,ActionScript,True,True,None
schacon,schacon/atlas-api,2014-10-17T15:58:38Z,1,1,,True,True,MIT License
schacon,schacon/benchwarmer,2009-03-15T23:59:48Z,4,4,Ruby,True,True,MIT License
schacon,schacon/binary-code,2014-03-31T01:35:46Z,2,2,Python,True,True,None
schacon,schacon/blah,2011-09-29T17:08:28Z,2,2,Ruby,True,True,None
schacon,schacon/blink,2014-06-12T21:04:52Z,96,96,Arduino,True,True,None
schacon,schacon/bundler,2009-12-08T20:00:43Z,6,6,Ruby,True,True,MIT License
schacon,schacon/bup,2011-05-04T16:41:55Z,2,2,Python,True,False,Other
schacon,schacon/calcdown,2014-12-07T17:35:10Z,11,11,CoffeeScript,True,True,MIT License
schacon,schacon/campyre,2010-11-03T17:44:18Z,3,3,Java,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
schacon,schacon/chatterblog1,2017-09-09T01:05:33Z,2,2,CSS,True,True,MIT License
schacon,schacon/choosealicense.com,2013-10-23T18:50:07Z,3,3,CSS,True,False,MIT License
schacon,schacon/chronic,2009-02-28T18:02:30Z,5,5,Ruby,True,True,None
schacon,schacon/clippy,2011-09-13T19:54:39Z,5,5,HaXe,True,True,MIT License
schacon,schacon/cocoagit,2009-01-03T23:05:29Z,15,15,C,True,True,MIT License
schacon,schacon/collabgit,2011-02-08T23:26:11Z,7,7,JavaScript,True,True,None
schacon,schacon/cowsay,2010-03-10T22:15:20Z,241,241,Shell,True,True,Other
schacon,schacon/cucumber,2009-09-28T02:47:46Z,5,5,Ruby,True,True,MIT License
schacon,schacon/dad_joke,2024-02-08T11:43:27Z,2,2,,True,True,None
schacon,schacon/ddd,2011-01-14T15:58:31Z,21,21,JavaScript,True,True,None
schacon,schacon/directus,2021-09-20T14:59:50Z,2,2,,True,True,GNU General Public License v3.0
schacon,schacon/diveclog,2011-09-06T19:27:37Z,2,2,C,True,True,None
schacon,schacon/django-schedule,2010-03-23T18:45:52Z,7,7,Python,True,True,None
schacon,schacon/docs,2024-05-06T12:51:51Z,1,1,,True,True,None
schacon,schacon/docurium,2012-06-19T16:15:04Z,18,18,C,True,True,MIT License
schacon,schacon/door-sentry,2013-12-27T21:42:59Z,1,1,Arduino,True,True,None
schacon,schacon/dotgit,2008-12-15T17:59:36Z,7,7,C#,True,True,None
schacon,schacon/dotjs,2011-07-01T20:54:44Z,4,4,Ruby,True,False,None
schacon,schacon/drinky,2024-09-11T12:30:18Z,1,1,JavaScript,True,False,None
schacon,schacon/eeepub,2011-07-23T03:26:50Z,3,3,Ruby,True,True,MIT License
schacon,schacon/erlangit,2009-11-17T17:05:36Z,74,74,Erlang,True,True,MIT License
schacon,schacon/erldocs.com,2009-12-03T16:30:41Z,2,2,Erlang,True,True,None
schacon,schacon/example,2011-03-22T21:16:00Z,12,12,,True,True,None
schacon,schacon/example-stats,2011-02-18T20:09:57Z,3,3,Ruby,True,True,None
schacon,schacon/fade,2014-10-02T08:04:23Z,2,2,,True,True,None
schacon,schacon/fair.io,2024-08-06T14:07:39Z,2,2,,True,False,None
schacon,schacon/fireeaglet,2008-05-05T02:32:44Z,6,6,,True,True,None
schacon,schacon/flip_card,2022-10-10T08:41:46Z,2,2,,True,True,"BSD 3-Clause ""New"" or ""Revised"" License"
schacon,schacon/FMS-registerClass,2014-09-29T09:15:50Z,1,1,AGS Script,True,True,None
schacon,schacon/fowa-talk,2011-10-05T10:27:38Z,4,4,,True,True,None
schacon,schacon/fuselage,2011-07-21T15:10:46Z,3,3,Ruby,True,True,None
schacon,schacon/fuzec2,2008-06-05T23:30:59Z,28,28,Ruby,True,True,None
schacon,schacon/geef,2010-05-25T00:10:11Z,54,54,C,True,True,None
schacon,schacon/generalhawk,2010-12-08T19:22:40Z,8,8,Ruby,True,True,None
schacon,schacon/ghapp.sinatra.min,2011-06-21T17:32:04Z,29,29,Ruby,True,True,MIT License
schacon,schacon/git,2010-06-15T19:12:47Z,11,11,C,True,True,Other
schacon,schacon/git-crash-showoff,2010-12-29T22:05:46Z,4,4,,True,True,None
schacon,schacon/git-db,2009-09-14T22:53:07Z,3,3,Ruby,True,True,MIT License
schacon,schacon/git-glance,2024-06-30T12:59:47Z,6,6,Rust,False,False,MIT License
schacon,schacon/git-lighthouse,2008-05-27T19:37:44Z,48,48,Ruby,True,True,MIT License
schacon,schacon/git-media,2009-06-11T03:49:03Z,392,392,Ruby,True,True,None
schacon,schacon/git-merge,2024-09-18T13:23:26Z,0,0,,True,True,None
schacon,schacon/git-merge-website,2024-08-14T09:11:47Z,0,0,Svelte,True,True,None
schacon,schacon/git-phone,2009-03-07T00:26:07Z,8,8,Objective-C,True,True,None
schacon,schacon/git-plumbing-preso,2010-03-27T18:53:33Z,16,16,JavaScript,True,True,None
schacon,schacon/git-presentations,2009-04-17T16:23:39Z,137,137,,True,True,None
schacon,schacon/git-pulls,2010-12-27T20:39:24Z,293,293,Ruby,True,True,MIT License
schacon,schacon/git-ruby,2008-03-09T01:56:17Z,45,45,Ruby,True,True,MIT License
schacon,schacon/git-scm,2012-03-29T23:22:41Z,12,12,JavaScript,True,True,None
schacon,schacon/git-scm.com,2023-04-05T14:17:57Z,3,3,,True,False,MIT License
schacon,schacon/git-scribe,2011-01-19T00:20:52Z,1353,1353,XSLT,True,True,MIT License
schacon,schacon/git-scribe-template,2011-02-22T22:31:50Z,12,12,C,True,True,Other
schacon,schacon/git-server,2008-08-17T21:26:07Z,39,39,Ruby,True,True,None
schacon,schacon/git-sphinx,2008-10-11T02:39:25Z,22,22,Ruby,True,True,None
schacon,schacon/git-subtree,2009-05-24T18:40:58Z,2,2,Shell,True,False,None
schacon,schacon/git-wiki,2008-01-29T20:39:42Z,15,15,JavaScript,True,True,Other
schacon,schacon/Git.framework,2010-04-10T14:50:11Z,13,13,Objective-C,True,True,None
schacon,schacon/git2-rs,2023-11-30T11:08:51Z,2,2,Rust,True,False,Apache License 2.0
schacon,schacon/gitbook,2008-11-27T15:43:26Z,470,470,Ruby,True,True,Other
schacon,schacon/gitbrowser,2008-09-07T00:52:11Z,7,7,Ruby,True,True,None
schacon,schacon/gitbutler,2024-05-06T12:50:43Z,2,2,,True,False,Other
schacon,schacon/gitcrazy,2009-11-27T12:32:41Z,10,10,,True,True,None
schacon,schacon/githooks,2009-04-19T02:27:07Z,27,27,,True,True,None
schacon,schacon/github-contest,2009-07-29T05:38:57Z,18,18,JavaScript,True,True,None
schacon,schacon/github-gem,2008-11-06T18:49:45Z,8,8,Ruby,True,True,MIT License
schacon,schacon/github-services,2008-10-09T22:13:44Z,4,4,Ruby,True,True,MIT License
schacon,schacon/githubflow,2013-12-13T17:36:48Z,1,1,,True,True,None
schacon,schacon/gitrack,2008-06-21T23:32:28Z,6,6,Ruby,True,True,None
schacon,schacon/gitready,2009-01-14T05:43:01Z,5,5,,True,True,None
schacon,schacon/gitscm,2012-03-05T16:15:58Z,22,22,Ruby,True,True,Other
schacon,schacon/gitx,2008-11-08T18:40:03Z,5,5,Objective-C,True,True,Other
schacon,schacon/git_osx_installer,2012-04-19T15:11:58Z,3,3,Shell,True,True,None
schacon,schacon/god,2010-07-05T18:25:07Z,7,7,Ruby,True,True,None
schacon,schacon/gollum,2011-07-19T19:29:20Z,8,8,JavaScript,True,True,MIT License
schacon,schacon/grack,2009-11-02T06:09:57Z,385,385,Ruby,True,True,None
schacon,schacon/grit,2008-04-18T23:14:24Z,163,163,Ruby,True,True,MIT License
schacon,schacon/groundcontrol,2008-06-27T01:03:25Z,7,7,JavaScript,True,True,None
schacon,schacon/gs-manual,2011-02-23T02:31:04Z,13,13,,True,True,Other
schacon,schacon/hal,2012-07-20T03:38:25Z,2,2,CoffeeScript,True,True,None
schacon,schacon/hammer.js,2012-03-30T16:41:23Z,10,10,JavaScript,True,True,MIT License
schacon,schacon/heroku-buildpack-taglib,2022-02-09T07:33:59Z,2,2,Shell,True,True,None
schacon,schacon/hg-git,2009-04-28T23:38:39Z,621,621,Python,True,True,GNU General Public License v2.0
schacon,schacon/hg-git-tester,2009-05-07T19:38:49Z,5,5,Ruby,True,True,None
schacon,schacon/hub,2009-12-10T23:12:31Z,5,5,Ruby,True,False,MIT License
schacon,schacon/hungarian-desks,2020-08-07T20:31:58Z,8,8,Ruby,True,True,None
schacon,schacon/hw,2010-06-05T16:48:09Z,3,3,Ruby,True,True,None
schacon,schacon/igithub,2008-09-21T23:50:07Z,106,106,Objective-C,True,True,MIT License
schacon,schacon/iOS-SceneControl,2014-05-21T18:58:39Z,1,1,Objective-C,True,True,Apache License 2.0
schacon,schacon/issues,2014-03-19T16:49:10Z,1,1,,True,True,None
schacon,schacon/jekyll,2008-12-13T17:51:22Z,6,6,Ruby,True,True,None
schacon,schacon/jujutsu-tutorial,2024-03-08T09:08:21Z,2,2,,True,False,None
schacon,schacon/kidgloves,2010-04-10T21:06:07Z,14,14,Ruby,True,True,None
schacon,schacon/kinectaby,2010-12-18T22:42:38Z,45,45,C,True,True,MIT License
schacon,schacon/kss,2011-12-06T01:21:33Z,8,8,Ruby,True,False,MIT License
schacon,schacon/libgit,2008-08-20T14:53:08Z,42,42,Ruby,True,True,MIT License
schacon,schacon/libgit2,2023-11-30T11:09:03Z,2,2,C,True,False,Other
schacon,schacon/libgit2-examples,2011-03-27T09:22:23Z,18,18,C,True,False,None
schacon,schacon/libVISCA2,2012-01-18T02:01:49Z,3,3,C,True,True,GNU Lesser General Public License v2.1
schacon,schacon/linux,2013-06-05T15:38:57Z,6,6,C,True,False,Other
schacon,schacon/man,2011-01-05T03:04:07Z,2,2,,True,True,None
schacon,schacon/markup,2011-03-23T18:06:00Z,2,2,Python,True,False,MIT License
schacon,schacon/merb,2008-12-23T17:30:07Z,3,3,Ruby,True,True,Other
schacon,schacon/merb-book,2009-02-06T16:41:51Z,3,3,Ruby,True,True,None
schacon,schacon/middleman,2013-11-15T18:30:26Z,1,1,JavaScript,True,True,None
schacon,schacon/munger,2008-04-16T21:40:27Z,83,83,Ruby,True,True,None
schacon,schacon/mydotjs,2011-07-01T18:42:42Z,6,6,JavaScript,True,True,None
schacon,schacon/myproject,2010-07-05T18:13:55Z,7,7,Ruby,True,True,None
schacon,schacon/mytest,2010-12-06T18:52:52Z,3,3,Ruby,True,True,None
schacon,schacon/naudio-with-unity3d,2015-03-26T13:30:10Z,1,1,,True,False,None
schacon,schacon/newrepo,2011-10-20T15:43:55Z,2,2,,True,True,None
schacon,schacon/nuun-framework,2013-01-16T20:47:23Z,1,1,Java,True,True,None
schacon,schacon/objective-git,2008-09-22T20:26:49Z,88,88,Objective-C,True,True,Other
schacon,schacon/octobeer,2011-04-26T18:55:12Z,2,2,,True,True,None
schacon,schacon/octokit.rb,2013-10-23T18:01:34Z,2,2,Ruby,True,False,MIT License
schacon,schacon/opengl,2013-08-22T13:01:37Z,3,3,C,True,True,MIT License
schacon,schacon/org.eclipse.mylyn.github,2010-09-20T16:53:47Z,3,3,Java,True,True,None
schacon,schacon/osspledge.com,2024-09-02T14:36:52Z,1,1,,True,False,None
schacon,schacon/outline,2021-09-20T15:06:55Z,2,2,,True,False,Other
schacon,schacon/pbm,2014-10-11T10:50:28Z,1,1,Ruby,True,True,None
schacon,schacon/perl,2008-12-23T17:47:13Z,18,18,,True,True,Other
schacon,schacon/petition_watch,2013-02-22T14:18:56Z,5,5,Ruby,True,True,None
schacon,schacon/planetscale_rails,2024-01-19T14:44:42Z,1,1,,True,True,Apache License 2.0
schacon,schacon/progit-en,2014-10-22T09:23:43Z,4,4,,True,True,None
schacon,schacon/progit2-it,2014-11-14T10:17:54Z,2,2,CSS,True,True,Other
schacon,schacon/project,2010-08-24T19:01:03Z,3,3,Ruby,True,True,None
schacon,schacon/proxymachine,2011-02-04T00:34:02Z,3,3,Ruby,True,True,MIT License
schacon,schacon/publish-postgres-with-data-docker-action,2021-09-14T12:54:01Z,2,2,Dockerfile,True,True,None
schacon,schacon/PullRequestsForQiitaHackathon,2013-02-03T07:44:52Z,1,1,,True,True,None
schacon,schacon/pycon-hg-git,2010-02-21T15:50:46Z,12,12,Ruby,True,True,None
schacon,schacon/pyspades-userscripts,2012-07-26T23:15:19Z,3,3,Python,True,True,None
schacon,schacon/rack,2009-04-09T04:07:31Z,4,4,Ruby,True,True,Other
schacon,schacon/rails,2011-04-26T18:14:02Z,5,5,Ruby,True,False,None
schacon,schacon/rails-reverse-proxy,2017-09-12T01:31:54Z,2,2,Ruby,True,True,MIT License
schacon,schacon/rails-test,2011-08-30T19:32:06Z,4,4,Ruby,True,True,None
schacon,schacon/railstest,2011-07-08T22:30:41Z,2,2,Ruby,True,True,None
